# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul  3 10:09:50 2025
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1
# CONSTRAINT:  and disc_facility like '%TESS%'
# CONSTRAINT:  and soltype like '%Published Confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
AU Mic c,AU Mic,0,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZICHER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.3060Z/abstract target=ref>Zicher et al. 2022</a>,18.85901900000,0.00000160000,-0.00000160000,0,,,,,,,,,,,,,22.20000000,6.70000000,-6.70000000,0,0.06984901,0.02108056,-0.02108056,0,Mass,0.041000,0.047000,-0.026000,0,,,,,,,,,0,<a refstr=ZICHER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.3060Z/abstract target=ref>Zicher et al. 2022</a>,,3700.00,100.00,-100.00,0,0.750000,0.030000,-0.030000,0,0.500000,0.030000,-0.030000,0,,,,,,4.390000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,0.00462500,-0.00462500,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2022-05-09,2022-05,2022-05-09
AU Mic c,AU Mic,0,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,18.85901900000,0.00001600000,-0.00001600000,0,0.1101000000,0.0022000000,-0.0022000000,0,3.24000000,0.16000000,-0.16000000,0,0.28905394,0.01427427,-0.01427427,0,13.60000000,11.40000000,-11.40000000,0,0.04279039,0.03586841,-0.03586841,0,Mass,0.000000,,,0,,,,,454.00,16.00,-16.00,0,0,<a refstr=MARTIOLI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.177M/abstract target=ref>Martioli et al. 2021</a>,,3700.00,100.00,-100.00,0,0.750000,0.030000,-0.030000,0,0.500000,0.030000,-0.030000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,0.00462500,-0.00462500,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2021-08-10,2021-05,2021-08-10
AU Mic c,AU Mic,0,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GILBERT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..147G/abstract target=ref>Gilbert et al. 2022</a>,18.85898200000,0.00005300000,-0.00005000000,0,0.1100000000,0.0100000000,-0.0100000000,0,2.79000000,0.31000000,-0.30000000,0,0.24890756,0.02765640,-0.02676425,0,,,,,,,,,,0.130000,0.160000,-0.090000,0,,,,,,,,,0,<a refstr=GILBERT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..147G/abstract target=ref>Gilbert et al. 2022</a>,,,,,,0.750000,0.029000,-0.030000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,0.00462500,-0.00462500,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2022-05-09,2022-04,2022-05-09
AU Mic c,AU Mic,0,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..295C/abstract target=ref>Cale et al. 2021</a>,18.85899100000,,,0,0.1101000000,0.0020000000,-0.0020000000,0,,,,,,,,,9.60000000,2.07000000,-2.31000000,0,0.03020498,0.00651295,-0.00726807,0,Mass,,,,,,,,,,,,,0,<a refstr=CALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..295C/abstract target=ref>Cale et al. 2021</a>,,,,,,,,,,0.500000,0.030000,-0.030000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,0.00462500,-0.00462500,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2022-05-09,2021-12,2022-05-09
AU Mic c,AU Mic,0,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DONATI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525..455D/abstract target=ref>Donati et al. 2023</a>,18.85882000000,,,0,,,,,,,,,,,,,14.20000000,4.80000000,-3.50000000,0,0.04467820,0.01510249,-0.01101223,0,Mass,,,,,,,,,,,,,0,<a refstr=DONATI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525..455D/abstract target=ref>Donati et al. 2023</a>,,3665.00,31.00,-31.00,0,0.820000,0.020000,-0.020000,0,0.600000,0.040000,-0.040000,0,0.1200,0.1000,-0.1000,0,[M/H],4.520000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,0.00462500,-0.00462500,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2023-10-21,2023-10,2023-10-21
GJ 143 b,GJ 143,0,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622L...7T/abstract target=ref>Trifonov et al. 2019</a>,35.58900000000,0.00600000000,-0.00500000000,0,0.1932000000,0.0002000000,-0.0002000000,0,,,,,,,,,30.63000000,2.63000000,-2.67000000,0,0.09637227,0.00827486,-0.00840072,0,Mass,0.325000,0.079000,-0.079000,0,,,,,,,,,0,<a refstr=TRIFONOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622L...7T/abstract target=ref>Trifonov et al. 2019</a>,,,,,,0.730000,0.010000,-0.010000,0,0.760000,0.030000,-0.020000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.32000000,0.00710000,-0.00710000,8.0800000,0.0300000,-0.0300000,5.3750000,0.0240000,-0.0240000,7.6790600,0.0002600,-0.0002600,2019-04-22,2019-02,2019-02-14
GJ 143 b,GJ 143,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,35.61253000000,0.00060000000,-0.00062000000,0,0.1915000000,0.0058000000,-0.0063000000,0,2.61000000,0.17000000,-0.16000000,0,0.23284860,0.01516638,-0.01427424,0,22.70000000,2.20000000,-1.90000000,0,0.07142183,0.00692194,-0.00597804,0,Mass,0.188000,0.076000,-0.078000,0,,,,,422.00,15.00,-14.00,0,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640.00,100.00,-100.00,0,0.695000,0.030000,-0.030000,0,0.730000,0.070000,-0.070000,0,0.0030,0.0600,-0.0600,0,[Fe/H],4.613000,0.052000,-0.061000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.32000000,0.00710000,-0.00710000,8.0800000,0.0300000,-0.0300000,5.3750000,0.0240000,-0.0240000,7.6790600,0.0002600,-0.0002600,2019-04-22,2019-04,2019-04-25
GJ 3473 b,GJ 3473,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,1.19800350000,0.00000180000,-0.00000190000,0,0.0158900000,0.0006200000,-0.0006200000,0,1.26400000,0.05000000,-0.04900000,0,0.11276653,0.00446070,-0.00437149,0,1.86000000,0.30000000,-0.30000000,0,0.00585219,0.00094390,-0.00094390,0,Mass,0.000000,,,0,59.4000,5.0000,-4.5000,0,773.00,16.00,-15.00,0,0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,,3347.00,54.00,-54.00,0,0.364000,0.012000,-0.012000,0,0.360000,0.016000,-0.016000,0,0.1100,0.1900,-0.1900,0,[Fe/H],4.810000,0.060000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.36440000,0.03760000,-0.03760000,13.7400000,0.0270000,-0.0270000,8.8290010,0.0240000,-0.0240000,12.4650000,0.0003430,-0.0003430,2020-10-16,2020-10,2020-10-22
GJ 357 b,GJ 357,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,3.93060000000,0.00000200000,-0.00000200000,0,0.0360000000,0.0004000000,-0.0004000000,0,1.20000000,0.06000000,-0.06000000,0,0.10705701,0.00535285,-0.00535285,0,,,,,,,,,,,,,,,,,,518.00,44.00,-44.00,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M2.5 V,3505.00,51.00,-51.00,0,0.337000,0.015000,-0.015000,0,0.342000,0.011000,-0.011000,0,-0.1200,0.1600,-0.1600,0,[Fe/H],4.940000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181000,0.00511000,-0.00511000,10.9100000,0.1000000,-0.1000000,6.4750000,0.0170000,-0.0170000,9.8803600,0.0014400,-0.0014400,2023-08-22,2023-03,2023-08-22
GJ 357 b,GJ 357,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,3.93062300000,0.00001000000,-0.00001000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505.00,51.00,-51.00,0,0.337000,0.015000,-0.015000,0,0.342000,0.011000,-0.011000,0,-0.1200,0.1600,-0.1600,0,[Fe/H],4.940000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181000,0.00511000,-0.00511000,10.9100000,0.1000000,-0.1000000,6.4750000,0.0170000,-0.0170000,9.8803600,0.0014400,-0.0014400,2024-03-04,2023-03,2024-03-04
GJ 357 b,GJ 357,0,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,3.93072000000,0.00008000000,-0.00006000000,0,0.0350000000,0.0020000000,-0.0020000000,0,1.21700000,0.08400000,-0.08300000,0,0.10857347,0.00749398,-0.00740476,0,1.84000000,0.31000000,-0.31000000,0,0.00578926,0.00097536,-0.00097536,0,Mass,,,,,12.6000,1.1000,-0.8000,0,525.00,11.00,-9.00,0,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...628A..39L/abstract target=ref>Luque et al. 2019</a>,M2.5 V,3505.00,51.00,-51.00,0,0.337000,0.015000,-0.015000,0,0.342000,0.011000,-0.011000,0,-0.1200,0.1600,-0.1600,0,[Fe/H],4.940000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181000,0.00511000,-0.00511000,10.9100000,0.1000000,-0.1000000,6.4750000,0.0170000,-0.0170000,9.8803600,0.0014400,-0.0014400,2019-08-09,2019-08,2019-08-15
GJ 367 b,GJ 367,0,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,0.32196200000,0.00001000000,-0.00001200000,0,0.0071000000,0.0002000000,-0.0002000000,0,0.71800000,0.05400000,-0.05400000,0,0.06405578,0.00481757,-0.00481757,0,0.54600000,0.07800000,-0.07800000,0,0.00171791,0.00024542,-0.00024542,0,Mass,0.000000,,,0,,,,,1745.00,43.00,-43.00,0,0,<a refstr=LAM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Sci...374.1271L/abstract target=ref>Lam et al. 2021</a>,M1.0 V,3522.00,70.00,-70.00,0,0.457000,0.013000,-0.013000,0,0.454000,0.011000,-0.011000,0,-0.0100,0.1200,-0.1200,0,[Fe/H],4.777000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.41263000,0.00283500,-0.00283500,10.1530000,0.0440000,-0.0440000,5.7800000,0.0200000,-0.0200000,9.1515900,0.0006500,-0.0006500,2021-12-02,2021-12,2021-12-02
GJ 367 b,GJ 367,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,0.32192250000,0.00000020000,-0.00000020000,0,0.0070900000,0.0002700000,-0.0002700000,0,0.69900000,0.02400000,-0.02400000,0,0.06236071,0.00214114,-0.00214114,0,0.63300000,0.05000000,-0.05000000,0,0.00199164,0.00015732,-0.00015732,0,Mass,0.060000,0.070000,-0.040000,0,579.0000,57.0000,-52.0000,0,1365.00,32.00,-32.00,0,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,M1.0 V,3522.00,70.00,-70.00,0,0.458000,0.013000,-0.013000,0,0.455000,0.011000,-0.011000,0,-0.0100,0.1200,-0.1200,0,[Fe/H],4.776000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.41263000,0.00283500,-0.00283500,10.1530000,0.0440000,-0.0440000,5.7800000,0.0200000,-0.0200000,9.1515900,0.0006500,-0.0006500,2023-08-10,2023-07,2023-08-10
GJ 3929 b,GJ 3929,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,2.61623500000,0.00000500000,-0.00000500000,0,0.0252000000,0.0005000000,-0.0005000000,0,1.09000000,0.04000000,-0.04000000,0,0.09724345,0.00356857,-0.00356857,0,1.75000000,0.44000000,-0.45000000,0,0.00550612,0.00138439,-0.00141586,0,Mass,0.000000,,,0,17.3000,0.7000,-0.7000,0,568.00,6.00,-6.00,0,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,,3384.00,88.00,-88.00,0,0.320000,0.010000,-0.010000,0,0.313000,0.027000,-0.022000,0,-0.0200,0.1200,-0.1200,0,[Fe/H],4.890000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.80950000,0.00960000,-0.00950000,12.6750000,0.0230000,-0.0230000,7.8690000,0.0200000,-0.0200000,11.5109000,0.0006810,-0.0006810,2022-08-01,2022-07,2022-08-01
GJ 3929 b,GJ 3929,0,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,2.61627450000,0.00000290000,-0.00000300000,0,0.0256900000,0.0008800000,-0.0008800000,0,1.15000000,0.04000000,-0.03900000,0,0.10259630,0.00356857,-0.00347935,0,1.21000000,0.40000000,-0.42000000,0,0.00380709,0.00125854,-0.00132147,0,Mass,,,,,17.5000,1.3000,-1.2000,0,568.80,9.40,-9.30,0,0,<a refstr=KEMMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220200970K/abstract target=ref>Kemmer et al. 2022</a>,M3.5 V,3369.00,51.00,-51.00,0,0.315000,0.010000,-0.010000,0,0.309000,0.014000,-0.014000,0,0.0000,0.1600,-0.1600,0,[Fe/H],4.840000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.80950000,0.00960000,-0.00950000,12.6750000,0.0230000,-0.0230000,7.8690000,0.0200000,-0.0200000,11.5109000,0.0006810,-0.0006810,2022-02-22,2022-02,2022-02-22
GJ 806 b,GJ 806,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,0.92632370000,0.00000090000,-0.00000090000,0,0.0140600000,0.0003000000,-0.0003000000,0,1.33100000,0.02300000,-0.02300000,0,0.11874407,0.00205193,-0.00205193,0,1.90000000,0.17000000,-0.17000000,0,0.00597807,0.00053488,-0.00053488,0,Mass,,,,,130.0000,6.0000,-6.0000,0,940.00,10.00,-10.00,0,0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,M1.5 V,3600.00,16.00,-16.00,0,0.414400,0.003800,-0.003800,0,0.413000,0.011000,-0.011000,0,-0.2800,0.0700,-0.0700,0,[Fe/H],4.980000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,12.04450000,0.00435000,-0.00435000,10.7900000,0.1000000,-0.1000000,6.5330000,0.0160000,-0.0160000,9.8246100,0.0007590,-0.0007590,2023-11-28,2023-10,2023-11-28
